question,answer,category,keywords,original_title,original_publish_date,source_department,original_url,post_id,confidence_score,created_at
每人最多能选几门跨学院课程？,每位学生最多可选3门跨学院选课课程。,教务教学,跨学院选课 选课时间 选课对象 名额限制,关于2025-2026学年第二学期跨学院修课网上选课的通知,2025.12.30,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019b6e2fc6e70016,eec18a7b9b43f62c019b6e2fc6e70016,0.8,2026-06-06 16:42:28
通识教育课程选课时间是什么时候？,第一轮：1月8日10:00至1月12日9:00；第二轮：1月14日13:00至1月16日9:00；第三轮：3月27日13:00至4月1日9:00。,教务教学,通识教育课程 选课时间 选课规则 退选,关于2025-2026学年第二学期通识教育课程网上选课的通知,2026.01.05,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019b8b8d27190025,eec18a7b9b43f62c019b8b8d27190025,0.8,2026-06-06 16:42:32
通识教育课程的选课规则是什么？,第一轮不设名额上限，按优先级筛选；第二轮先报先得；第三轮试听后退改选。每学期最多选两门。,教务教学,通识教育课程 选课时间 选课规则 退选,关于2025-2026学年第二学期通识教育课程网上选课的通知,2026.01.05,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019b8b8d27190025,eec18a7b9b43f62c019b8b8d27190025,0.8,2026-06-06 16:42:32
通识教育课程可以退选吗？,第三轮可退选，语言类课程除外。退选后名额放出供其他学生选课。,教务教学,通识教育课程 选课时间 选课规则 退选,关于2025-2026学年第二学期通识教育课程网上选课的通知,2026.01.05,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019b8b8d27190025,eec18a7b9b43f62c019b8b8d27190025,0.8,2026-06-06 16:42:32
重考的报名时间是什么时候？,2026年3月4日上午9:00至3月11日上午9:00。,教务教学,重考报名 网上报名 考试安排 2025-2026学年,关于2025-2026学年第二期学生重考网上报名的通知,2026.01.15,考试,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019bbf1e52bc0039,eec18a7b9b43f62c019bbf1e52bc0039,0.8,2026-06-06 16:42:36
哪些课程可以申请重考？,2025-2026学年第一学期首次考核不及格的必修课和专业选修课，缺考者不能报名。,教务教学,重考报名 网上报名 考试安排 2025-2026学年,关于2025-2026学年第二期学生重考网上报名的通知,2026.01.15,考试,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019bbf1e52bc0039,eec18a7b9b43f62c019bbf1e52bc0039,0.8,2026-06-06 16:42:36
如何报名重考？,在规定时间内登录报名系统（http://xsjw2018.jw.scut.edu.cn），使用统一认证账号密码进行网上报名。,教务教学,重考报名 网上报名 考试安排 2025-2026学年,关于2025-2026学年第二期学生重考网上报名的通知,2026.01.15,考试,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019bbf1e52bc0039,eec18a7b9b43f62c019bbf1e52bc0039,0.8,2026-06-06 16:42:36
2025-2026学年第二学期重修报名时间是什么时候？,2026年3月4日上午9:00开始，3月25日上午9:00结束。,教务教学,重修报名 网上报名 2025-2026第二学期 结业生 教务员,关于2025-2026学年第二学期重修网上报名的通知,2026.01.15,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019bbf216205003a,eec18a7b9b43f62c019bbf216205003a,0.8,2026-06-06 16:42:41
重修网上报名怎么操作？,登录http://xsjw2018.jw.scut.edu.cn，使用统一认证账号密码登录后操作。,教务教学,重修报名 网上报名 2025-2026第二学期 结业生 教务员,关于2025-2026学年第二学期重修网上报名的通知,2026.01.15,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019bbf216205003a,eec18a7b9b43f62c019bbf216205003a,0.8,2026-06-06 16:42:41
结业生如何报名重修？,通过学校主页门户，进入办事大厅->本科生结业修读课程申请，提交申请并缴费，审核通过即完成报名。,教务教学,重修报名 网上报名 2025-2026第二学期 结业生 教务员,关于2025-2026学年第二学期重修网上报名的通知,2026.01.15,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019bbf216205003a,eec18a7b9b43f62c019bbf216205003a,0.8,2026-06-06 16:42:41
公共体育课选课时间是什么时候？,第一轮：3月2日09:00至3月4日10:00，不设名额上限；第二轮：3月5日13:00至3月6日11:00，先报先得；第三轮：3月9日09:00至3月11日17:00。,教务教学,选课 体育课 游泳普及 课程名称 选课时间,关于2025-2026学年第二学期公共体育课网上选课的通知,2026.02.27,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019c9cd92bf9004a,eec18a7b9b43f62c019c9cd92bf9004a,0.8,2026-06-06 16:42:46
游泳普及课有什么要求？,未通过游泳达标测试的2025级本科生必须选游泳普及课；已通过的学生请选其他项目。五山校区游泳课前八周在道明游泳馆，后八周在东区游泳池。,教务教学,选课 体育课 游泳普及 课程名称 选课时间,关于2025-2026学年第二学期公共体育课网上选课的通知,2026.02.27,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019c9cd92bf9004a,eec18a7b9b43f62c019c9cd92bf9004a,0.8,2026-06-06 16:42:46
体育课课程名称有变化吗？,课程名称按开课学期细化，如《篮球》变为《篮球Ⅱ》《篮球Ⅲ》《篮球Ⅳ》，但学分和修读要求不变。,教务教学,选课 体育课 游泳普及 课程名称 选课时间,关于2025-2026学年第二学期公共体育课网上选课的通知,2026.02.27,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019c9cd92bf9004a,eec18a7b9b43f62c019c9cd92bf9004a,0.8,2026-06-06 16:42:46
《管理哲学》通识课为什么停开了？,任课教师因病请假，无法完成教学任务，故学校决定取消该课程。,教务教学,管理哲学 通识课 停开 第三轮选课 因病请假,关于通识课《管理哲学：“一带一路”视野下的管理学底层逻辑》停开的通知,2026.02.27,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019c9e0d4398004d,eec18a7b9b43f62c019c9e0d4398004d,0.8,2026-06-06 16:42:49
选了这门课的同学该怎么办？,请在第三轮选课时间内更换其他课程。时间：2026年3月27日13:00至4月1日9:00。,教务教学,管理哲学 通识课 停开 第三轮选课 因病请假,关于通识课《管理哲学：“一带一路”视野下的管理学底层逻辑》停开的通知,2026.02.27,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019c9e0d4398004d,eec18a7b9b43f62c019c9e0d4398004d,0.8,2026-06-06 16:42:49
全球治理系列课程怎么报名？,关注'高层次国际化人才培养加油站'公众号，根据推文完成注册和选课，学校审核后公布名单，通过后可在课程官网查看课表。,教务教学,全球治理课程 报名 选课 线上课程 考核,关于开展2026年春季学期全球治理系列课程报名工作的通知,2026.03.03,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cb2ed20f70057,eec18a7b9b43f62c019cb2ed20f70057,0.8,2026-06-06 16:42:55
课程形式和考核方式是什么？,线上录播+直播，总成绩基础分100分（含60分及格线），附加分10分，总成绩60分及以上为合格。,教务教学,全球治理课程 报名 选课 线上课程 考核,关于开展2026年春季学期全球治理系列课程报名工作的通知,2026.03.03,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cb2ed20f70057,eec18a7b9b43f62c019cb2ed20f70057,0.8,2026-06-06 16:42:55
报名需要满足哪些条件？,全日制本科在读，成绩优异无不及格，无违纪，较好的国际视野和英语能力（雅思5.5/托福75/四级500/六级480以上之一），有组织纪律性和团队意识。,教务教学,全球治理课程 报名 选课 线上课程 考核,关于开展2026年春季学期全球治理系列课程报名工作的通知,2026.03.03,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cb2ed20f70057,eec18a7b9b43f62c019cb2ed20f70057,0.8,2026-06-06 16:42:55
为什么《影视编导与制作》课程停开了？,任课教师因病请假，无法正常完成教学任务，学校决定取消该课程。,教务教学,影视编导与制作 停开 通识课 选课 任课教师请假,关于通识课《影视编导与制作》停开的通知,2026.03.04,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cb6862b380059,eec18a7b9b43f62c019cb6862b380059,0.8,2026-06-06 16:43:09
我选了这门课，接下来该怎么办？,请及时调整学习计划，在通识课第三轮选课时间内更换其他课程。,教务教学,影视编导与制作 停开 通识课 选课 任课教师请假,关于通识课《影视编导与制作》停开的通知,2026.03.04,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cb6862b380059,eec18a7b9b43f62c019cb6862b380059,0.8,2026-06-06 16:43:09
公共课重考时间安排是怎样的？,2025-2026学年第二学期公共课重考时间已公布，涵盖化学、物理、数学、外语等学院课程，具体时间分布在3月14日至4月12日期间。,教务教学,重考 公共课 时间安排 2025-2026 第二学期,关于2025-2026学年第二学期公共课重考时间安排表,2026.03.06,考试,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cc1e5e3920060,eec18a7b9b43f62c019cc1e5e3920060,0.8,2026-06-06 16:43:16
大学物理的重考时间是什么时候？,大学物理Ⅰ(二)、大学物理Ⅲ(二)等课程重考时间为第二周周日（3月15日）9:00-11:00。,教务教学,重考 公共课 时间安排 2025-2026 第二学期,关于2025-2026学年第二学期公共课重考时间安排表,2026.03.06,考试,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cc1e5e3920060,eec18a7b9b43f62c019cc1e5e3920060,0.8,2026-06-06 16:43:16
如何报名参加国际公务员职业生涯规划讲座？,扫描讲座海报二维码，进入预约界面，选择场次点击【预约讲座】，新用户需完善信息，收到报名成功通知即预约成功。三场需单独预约。,校园活动,讲座 国际公务员 职业生涯 报名 联合国,关于开展2026年春季学期国际公务员职业生涯规划讲座的通知,2026.03.10,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cd72d322b006a,eec18a7b9b43f62c019cd72d322b006a,0.8,2026-06-06 16:43:21
讲座有哪些主题和时间？,第一场：3月11日 20:00-21:00，联合国难民署官员主讲；第二场：3月12日 20:00-21:00，国际劳工组织官员主讲软技能；第三场：3月13日 20:00-21:00，东南亚教育部长组织研究员分享实习经验。,校园活动,讲座 国际公务员 职业生涯 报名 联合国,关于开展2026年春季学期国际公务员职业生涯规划讲座的通知,2026.03.10,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cd72d322b006a,eec18a7b9b43f62c019cd72d322b006a,0.8,2026-06-06 16:43:21
讲座有联系方式吗？,QQ通知群：863393575；本科院蒋老师：电话87110734，邮箱fwjiang@scut.edu.cn。,校园活动,讲座 国际公务员 职业生涯 报名 联合国,关于开展2026年春季学期国际公务员职业生涯规划讲座的通知,2026.03.10,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cd72d322b006a,eec18a7b9b43f62c019cd72d322b006a,0.8,2026-06-06 16:43:21
哪些通识课停开了？,停开课程包括高分子材料与工程、改变生活的材料、生涯规划与技巧、管理学原理、生产运作管理、产品创新设计理论与实践、行政公文写作、大数据社会治理概论、环境与生态、数字化学习、文化创意管理、颜色科学与技术、特医食品、食品营养与健康、美国历史与文化、艺术型研究、英语演讲艺术、健康教育、舞蹈基础与剧目（二）等。,教务教学,选课 通识课 停开 第三轮选课 改选,关于2025-2026学年第二学期部分通识课停开的通知,2026.03.16,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cf58db2ff0078,eec18a7b9b43f62c019cf58db2ff0078,0.8,2026-06-06 16:43:27
选了停开的通识课怎么办？,请已选课学生在第三轮选课中改选其它通识课。,教务教学,选课 通识课 停开 第三轮选课 改选,关于2025-2026学年第二学期部分通识课停开的通知,2026.03.16,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cf58db2ff0078,eec18a7b9b43f62c019cf58db2ff0078,0.8,2026-06-06 16:43:27
第三轮选课时间是什么时候？,第三轮选课时间为2026年（2025-2026学年第二学期第?周星期五13:00至第?周星期三9:00）。,教务教学,选课 通识课 停开 第三轮选课 改选,关于2025-2026学年第二学期部分通识课停开的通知,2026.03.16,选课,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019cf58db2ff0078,eec18a7b9b43f62c019cf58db2ff0078,0.8,2026-06-06 16:43:27
申请“华园高水平留学计划”本科插班生需要什么条件？,基本条件：中国国籍、无国外永居权、年满18周岁、身心健康、我校理工医类全日制本科生，外语满足留学单位要求。学业成绩：必修课GPA专业排名前50%，并已获得指定高水平大学交流项目录取资格。,教务教学,华园高水平留学计划 本科插班生 资助申请 留学条件 截止日期,关于开展“华园高水平留学计划”本科插班生专项申报工作的通知,2026.03.24,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d1d8ab3840087,eec18a7b9b43f62c019d1d8ab3840087,0.8,2026-06-06 16:43:33
资助内容包括哪些？,包括一次性往返国际旅费及签证费（实报实销，最高1.5万元）和留学期间奖学金生活费（参照国家公派标准）。每位学生在校期间只能享受一次。,教务教学,华园高水平留学计划 本科插班生 资助申请 留学条件 截止日期,关于开展“华园高水平留学计划”本科插班生专项申报工作的通知,2026.03.24,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d1d8ab3840087,eec18a7b9b43f62c019d1d8ab3840087,0.8,2026-06-06 16:43:33
如何申请资助？,获得项目录取后，登录学校门户-办事大厅-本科生院，提交资助申请并上传邀请函等材料，截止2026年7月1日。学院于7月3日17:00前完成线上审核，本科生院评审后确定名单。,教务教学,华园高水平留学计划 本科插班生 资助申请 留学条件 截止日期,关于开展“华园高水平留学计划”本科插班生专项申报工作的通知,2026.03.24,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d1d8ab3840087,eec18a7b9b43f62c019d1d8ab3840087,0.8,2026-06-06 16:43:33
本学期公共基础课期末考试时间怎么查？,详见通知中的《2025-2026学年第二学期公共基础课期末考试时间安排表》，例如军事理论线上考试6月6日（周四），微积分(二)6月2日（周一）上午等。,教务教学,期末考试 公共基础课 考试安排 机考 四六级,关于认真做好本科生2025-2026学年第二学期期末考试安排工作的通知,2026.04.13,考试,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d85e7f32700b8,eec18a7b9b43f62c019d85e7f32700b8,0.8,2026-06-06 16:43:41
数据库技术及应用机考怎么安排？,数据库技术及应用课程上机考的具体时间和座位安排由计算机科学与工程学院发布考试通知。,教务教学,期末考试 公共基础课 考试安排 机考 四六级,关于认真做好本科生2025-2026学年第二学期期末考试安排工作的通知,2026.04.13,考试,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d85e7f32700b8,eec18a7b9b43f62c019d85e7f32700b8,0.8,2026-06-06 16:43:41
四六级考试当天还能安排其他考试吗？,不能。6月13日（第15周星期六）为全国大学英语四、六级考试时间，期间不得安排其他考试。,教务教学,期末考试 公共基础课 考试安排 机考 四六级,关于认真做好本科生2025-2026学年第二学期期末考试安排工作的通知,2026.04.13,考试,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d85e7f32700b8,eec18a7b9b43f62c019d85e7f32700b8,0.8,2026-06-06 16:43:41
香港城市大学“3+1+X”本硕博联合培养项目宣讲会的时间和地点是什么？,广州国际校区：4月15日16:00-17:00 B1-c101，19:00-20:00 F3-c311；大学城校区：4月16日16:30-17:30 A4-204。,教务教学,香港城市大学 3+1+X 本硕博联合培养 宣讲会 招生政策,关于举行香港城市大学“3+1+X”本硕博联合培养项目宣讲会的通知,2026.04.15,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d8f3a826a00bb,eec18a7b9b43f62c019d8f3a826a00bb,0.8,2026-06-06 16:43:46
这个项目面向哪些学生？学习流程是怎样的？,面向我校大三、大四本科生。入选后在香港城市大学青岛研究院学习一年，之后可赴香港本部攻读一年制授课型硕士、两年制研究型硕士或四年制博士。,教务教学,香港城市大学 3+1+X 本硕博联合培养 宣讲会 招生政策,关于举行香港城市大学“3+1+X”本硕博联合培养项目宣讲会的通知,2026.04.15,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d8f3a826a00bb,eec18a7b9b43f62c019d8f3a826a00bb,0.8,2026-06-06 16:43:46
香港城市大学在最新排名中表现如何？,2025-2026年U.S.News全球第54位；2026年QS亚洲第7位；2026年QS世界大学排名“教员论文平均被引用次数”全球第2位、亚洲第1位；2024年THE世界年轻大学第4位；连续三年被评为全球最国际化大学。,教务教学,香港城市大学 3+1+X 本硕博联合培养 宣讲会 招生政策,关于举行香港城市大学“3+1+X”本硕博联合培养项目宣讲会的通知,2026.04.15,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d8f3a826a00bb,eec18a7b9b43f62c019d8f3a826a00bb,0.8,2026-06-06 16:43:46
“走向世界的新青年”系列讲座第一讲是什么内容？,主题为从‘拼学历’到‘拼出路’，由就业咨询专家袁军主讲，讲解央国企、事业单位、新媒体等12条就业路径，时间为2026年4月16日19:00-20:30。,校园活动,讲座 就业 国际组织 科技兴国 青年,【转载】 “走向世界的新青年”系列讲座春季开启！5场重磅分享，为你打开未来的N种可能,2026.04.15,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d8f3b431800bd,eec18a7b9b43f62c019d8f3b431800bd,0.8,2026-06-06 16:43:49
想了解国际组织实习需要哪些技能？,第二讲由联合国日内瓦办事处首席训练师Marie-José Astre-Démoulin分享跨文化沟通、冲突解决等经验，时间为2026年4月17日19:00-20:30。,校园活动,讲座 就业 国际组织 科技兴国 青年,【转载】 “走向世界的新青年”系列讲座春季开启！5场重磅分享，为你打开未来的N种可能,2026.04.15,交流,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9b43f62c019d8f3b431800bd,eec18a7b9b43f62c019d8f3b431800bd,0.8,2026-06-06 16:43:49
未来教师工作坊第七期培训什么内容？,帮助教师掌握PPT及素材的生成和处理方法，AI赋能PPT制作。,教务教学,未来教师工作坊 AI赋能 PPT制作 培训 报名,关于开展未来教师工作坊（第七期）——AI赋能PPT制作培训的通知,2026.05.12,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e1b35af1a006c,eec18a7b9dfc61df019e1b35af1a006c,0.8,2026-06-06 16:43:55
培训的时间和地点是什么？,2026年5月14日（星期四）和5月19日（星期二）下午14:30-17:30，五山校区一号楼1511培训室，两次内容一致。,教务教学,未来教师工作坊 AI赋能 PPT制作 培训 报名,关于开展未来教师工作坊（第七期）——AI赋能PPT制作培训的通知,2026.05.12,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e1b35af1a006c,eec18a7b9dfc61df019e1b35af1a006c,0.8,2026-06-06 16:43:55
如何报名参加？,填写线上报名表http://p0u.cn/f/quvk42，名额有限，额满即止。需提前10分钟签到，可自带笔记本电脑。,教务教学,未来教师工作坊 AI赋能 PPT制作 培训 报名,关于开展未来教师工作坊（第七期）——AI赋能PPT制作培训的通知,2026.05.12,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e1b35af1a006c,eec18a7b9dfc61df019e1b35af1a006c,0.8,2026-06-06 16:43:55
名企实习计划2.0有哪些拟立项项目？,公示了“名企实习计划2.0”示范项目（不含试点学院）的拟立项项目名单。,教务教学,名企实习计划 公示 拟立项项目 本科生院,关于公示“名企实习计划2.0”拟立项项目的通知,2026.05.13,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e1f351587006f,eec18a7b9dfc61df019e1f351587006f,0.8,2026-06-06 16:43:58
公示时间是什么时候？,2026年5月14日至5月18日。,教务教学,名企实习计划 公示 拟立项项目 本科生院,关于公示“名企实习计划2.0”拟立项项目的通知,2026.05.13,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e1f351587006f,eec18a7b9dfc61df019e1f351587006f,0.8,2026-06-06 16:43:58
对公示有异议如何反映？,可向本科生院实践科反映，电话：87111436，邮箱：shpg@scut.edu.cn，地址：五山校区笃行楼北座314。,教务教学,名企实习计划 公示 拟立项项目 本科生院,关于公示“名企实习计划2.0”拟立项项目的通知,2026.05.13,实践,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e1f351587006f,eec18a7b9dfc61df019e1f351587006f,0.8,2026-06-06 16:43:58
第十三周优秀本科教学示范课什么时候上？,2026年5月29日第1-2节。,教务教学,优秀本科教学示范课 第十三周 人工智能导论 大学城校区 教学观摩,【优秀本科教学示范课】第十三周优秀本科教学示范课开课通知,2026.05.19,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e3f2d4a5c0089,eec18a7b9dfc61df019e3f2d4a5c0089,0.8,2026-06-06 16:44:03
示范课的课程名称和任课教师是谁？,课程是《人工智能导论》，由未来技术学院吴瀚聪副教授讲授。,教务教学,优秀本科教学示范课 第十三周 人工智能导论 大学城校区 教学观摩,【优秀本科教学示范课】第十三周优秀本科教学示范课开课通知,2026.05.19,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e3f2d4a5c0089,eec18a7b9dfc61df019e3f2d4a5c0089,0.8,2026-06-06 16:44:03
新教师研习营在训教师听课能获得学分吗？,可以，旁听示范课可获得教学观摩学分。,教务教学,优秀本科教学示范课 第十三周 人工智能导论 大学城校区 教学观摩,【优秀本科教学示范课】第十三周优秀本科教学示范课开课通知,2026.05.19,教师,https://jw.scut.edu.cn/zhinan/cms/article/view.do?type=posts&id=eec18a7b9dfc61df019e3f2d4a5c0089,eec18a7b9dfc61df019e3f2d4a5c0089,0.8,2026-06-06 16:44:03
